neighbourhood,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,review_year,review_month,has_reviews,host_activity_level,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Private room,room_type_Shared room,is_fake
93,40.76425,-73.99162,99,1,309,6.61,1,254,2019,7,1,Low,False,True,False,False,True,False,0
50,40.67082,-73.9278,55,2,39,0.83,1,311,2019,5,1,Low,True,False,False,False,True,False,0
211,40.71767,-73.96252,60,2,92,1.94,8,87,2019,6,1,High,True,False,False,False,True,False,0
12,40.6898,-73.92989,40,20,23,0.49,2,206,2019,5,1,Medium,True,False,False,False,True,False,0
33,40.74453,-73.99988,120,3,39,0.84,1,1,2019,6,1,Low,False,True,False,False,False,False,0
198,40.76312,-73.96624,89,1,148,3.18,3,351,2019,6,1,Medium,False,True,False,False,True,False,0
72,40.70623,-74.0051,150,2,52,1.11,1,72,2019,6,1,Low,False,True,False,False,False,False,0
199,40.80268,-73.969,140,4,11,0.23,1,10,2018,7,1,Low,False,True,False,False,False,False,0
152,40.80247,-73.91435,90,2,152,3.25,1,299,2019,6,1,Low,False,False,False,False,False,False,0
211,40.71755,-73.96419,60,2,99,2.1,8,77,2019,6,1,High,True,False,False,False,True,False,0
115,40.74365,-73.95377,138,1,227,4.83,1,21,2019,6,1,Low,False,False,True,False,False,False,0
27,40.69533,-73.92053,109,2,105,2.25,2,244,2019,6,1,Medium,True,False,False,False,True,False,0
12,40.68439,-73.95231,135,4,106,2.23,1,282,2019,6,1,Low,True,False,False,False,False,False,0
4,40.75793,-73.90959,58,30,7,0.15,4,134,2019,3,1,Medium,False,False,True,False,False,False,0
211,40.71714,-73.96234,60,2,107,2.26,8,84,2019,6,1,High,True,False,False,False,True,False,0
211,40.71636,-73.96246,60,2,97,2.13,8,122,2019,6,1,High,True,False,False,False,True,False,0
4,40.75837,-73.91387,100,30,61,1.39,3,224,2019,3,1,Medium,False,False,True,False,False,False,0
16,40.61391,-73.99128,79,2,2,0.22,2,365,2019,6,1,Medium,True,False,False,False,True,False,0
79,40.6923,-73.97123,285,3,66,1.41,2,292,2019,5,1,Medium,True,False,False,False,False,False,1
3,40.58875,-73.79109,200,2,70,1.48,1,90,2019,6,1,Low,False,False,True,False,True,False,0
60,40.78938,-73.94679,140,7,3,0.06,1,56,2017,12,1,Low,False,True,False,False,False,False,0
206,40.73519,-74.00642,200,3,9,0.2,1,168,2019,6,1,Low,False,True,False,False,False,False,0
84,40.73518,-73.98047,250,2,105,2.26,3,307,2019,6,1,Medium,False,True,False,False,False,False,1
12,40.6869,-73.93074,74,2,22,0.63,7,76,2019,6,1,High,True,False,False,False,True,False,0
211,40.71544,-73.96211,60,2,99,2.1,8,100,2019,6,1,High,True,False,False,False,True,False,0
198,40.77098,-73.95965,150,2,5,0.11,1,157,2016,2,1,Low,False,True,False,False,False,False,0
72,40.70395,-74.00995,98,14,121,2.58,1,204,2019,6,1,Low,False,True,False,False,True,False,0
40,40.69143,-73.96079,108,4,21,2.31,1,12,2019,6,1,Low,True,False,False,False,True,False,0
121,40.72172,-73.8881,60,3,45,1.06,1,219,2019,6,1,Low,False,False,True,False,False,False,0
63,40.72578,-73.98236,140,5,16,0.72,1,1,2019,6,1,Low,False,True,False,False,False,False,0
188,40.75654,-73.98891,369,30,0,0.0,121,364,0,0,0,High,False,True,False,False,False,False,1
12,40.68372,-73.91994,120,2,92,2.02,1,54,2019,7,1,Low,True,False,False,False,False,False,0
27,40.69919,-73.93818,75,2,226,4.78,2,128,2019,6,1,Medium,True,False,False,False,True,False,0
117,40.71909,-73.99028,95,1,98,2.13,1,240,2019,6,1,Low,False,True,False,False,False,False,0
50,40.67568,-73.95124,75,1,38,1.12,7,322,2019,6,1,High,True,False,False,False,True,False,0
63,40.73243,-73.98692,96,2,114,2.47,2,98,2019,6,1,Medium,False,True,False,False,True,False,0
203,40.85597,-73.9333,50,2,93,3.37,1,208,2019,6,1,Low,False,True,False,False,True,False,0
12,40.6796,-73.93022,95,2,153,3.27,3,296,2019,6,1,Medium,True,False,False,False,True,False,0
211,40.71268,-73.96676,105,2,232,5.0,3,64,2019,6,1,Medium,True,False,False,False,True,False,0
12,40.68279,-73.92135,120,2,11,0.93,1,6,2019,1,1,Low,True,False,False,False,False,False,0
115,40.76422,-73.93169,89,2,0,0.0,2,364,0,0,0,Medium,False,False,True,False,True,False,0
12,40.67973,-73.93058,72,2,151,3.23,3,288,2019,6,1,Medium,True,False,False,False,True,False,0
16,40.60951,-73.97622,99,1,21,0.5,6,153,2018,10,1,High,True,False,False,False,True,False,0
206,40.73849,-74.00589,225,3,159,3.4,1,132,2019,6,1,Low,False,True,False,False,False,False,1
27,40.69881,-73.93057,80,1,2,0.04,1,188,2015,10,1,Low,True,False,False,False,True,False,0
35,40.85205,-73.78868,107,1,73,1.73,1,173,2019,6,1,Low,False,False,False,False,True,False,0
211,40.7187,-73.95606,500,26,9,0.19,1,178,2018,2,1,Low,True,False,False,False,False,False,1
79,40.68857,-73.97385,200,2,120,2.61,2,287,2019,7,1,Medium,True,False,False,False,False,False,0
58,40.75712,-73.89365,42,2,25,0.54,1,283,2019,7,1,Low,False,False,True,False,True,False,0
84,40.73523,-73.98668,160,2,53,1.16,2,344,2019,7,1,Medium,False,True,False,False,True,False,0
12,40.68432,-73.93227,150,30,10,0.25,1,30,2017,1,1,Low,True,False,False,False,False,False,0
92,40.82036,-73.94219,73,1,10,0.29,2,365,2019,6,1,Medium,False,True,False,False,True,False,0
92,40.81944,-73.9408,73,1,27,0.59,2,340,2019,6,1,Medium,False,True,False,False,True,False,0
125,40.76633,-73.98145,335,30,0,0.0,121,201,0,0,0,High,False,True,False,False,False,False,1
63,40.72672,-73.97965,400,1,15,0.34,2,6,2019,1,1,Medium,False,True,False,False,False,False,1
93,40.76885,-73.98631,165,3,68,1.46,1,195,2019,6,1,Low,False,True,False,False,False,False,0
163,40.71111,-73.91689,52,10,8,0.17,1,36,2019,3,1,Low,False,False,True,False,True,False,0
62,40.66125,-73.89976,275,3,77,1.67,1,256,2019,7,1,Low,True,False,False,False,False,False,1
33,40.74192,-73.99978,135,3,250,5.36,1,111,2019,7,1,Low,False,True,False,False,True,False,0
27,40.70158,-73.92724,100,1,22,0.48,5,324,2019,6,1,Medium,True,False,False,False,True,False,0
198,40.76769,-73.95236,115,30,12,0.27,14,239,2019,2,1,High,False,True,False,False,False,False,1
73,40.64689,-73.96048,99,2,85,1.83,1,342,2018,6,1,Low,True,False,False,False,False,False,0
92,40.82215,-73.95601,180,5,95,2.09,1,60,2019,7,1,Low,False,True,False,False,False,False,0
155,40.6796,-73.96948,60,1,197,4.19,13,324,2019,7,1,High,True,False,False,False,True,False,1
211,40.72124,-73.95847,250,1,54,1.15,1,365,2019,5,1,Low,True,False,False,False,False,False,1
30,40.68502,-73.99306,150,2,8,0.17,1,196,2018,6,1,Low,True,False,False,False,False,False,0
211,40.71067,-73.96005,68,5,14,0.3,2,10,2019,7,1,Medium,True,False,False,False,True,False,0
40,40.6917,-73.96508,70,2,173,3.8,2,93,2019,7,1,Medium,True,False,False,False,True,False,0
92,40.82291,-73.95172,65,2,80,1.71,1,347,2019,7,1,Low,False,True,False,False,True,False,0
211,40.71212,-73.95888,170,3,36,0.77,1,1,2019,5,1,Low,True,False,False,False,False,False,0
216,40.74583,-73.90059,450,1,0,0.0,1,341,0,0,0,Low,False,False,True,False,False,False,1
155,40.67354,-73.96359,280,2,24,0.52,2,151,2019,4,1,Medium,True,False,False,False,False,False,1
16,40.61059,-74.00602,65,1,287,7.31,1,308,2019,7,1,Low,True,False,False,False,False,False,0
172,40.60991,-73.95677,48,1,59,1.26,1,90,2019,7,1,Low,True,False,False,False,False,True,0
203,40.84269,-73.93605,110,1,133,2.85,1,267,2019,6,1,Low,False,True,False,False,False,False,0
72,40.70726,-74.00593,120,2,128,2.74,1,246,2019,6,1,Low,False,True,False,False,True,False,0
12,40.68318,-73.95002,240,1,33,2.96,1,83,2019,6,1,Low,True,False,False,False,False,False,1
199,40.80189,-73.96962,152,1,39,0.83,5,157,2016,12,1,Medium,False,True,False,False,True,False,0
155,40.67427,-73.96511,150,3,28,0.6,1,168,2019,5,1,Low,True,False,False,False,False,False,0
34,40.71555,-73.99298,300,3,30,0.66,1,87,2019,5,1,Low,False,True,False,False,False,False,1
186,40.74109,-73.91577,55,90,15,0.32,1,365,2017,4,1,Low,False,False,True,False,True,False,0
83,40.67872,-73.98286,119,1,171,3.82,8,236,2019,6,1,High,True,False,False,False,True,False,0
92,40.80083,-73.95584,250,1,22,0.47,1,365,2017,1,1,Low,False,True,False,False,True,False,1
199,40.80377,-73.96903,163,1,30,0.64,5,188,2017,1,1,Medium,False,True,False,False,True,False,0
211,40.71848,-73.95834,135,4,54,1.17,1,158,2019,6,1,Low,True,False,False,False,False,False,0
33,40.74465,-73.99253,129,30,3,0.07,121,161,2017,12,1,High,False,True,False,False,False,False,1
4,40.76762,-73.90727,87,3,151,3.32,1,210,2019,6,1,Low,False,False,True,False,False,False,0
211,40.71278,-73.96471,130,3,7,0.15,1,278,2018,5,1,Low,True,False,False,False,True,False,0
12,40.68929,-73.93079,79,1,296,6.37,7,59,2019,6,1,High,True,False,False,False,True,False,0
12,40.68917,-73.92901,69,1,291,6.23,7,68,2019,7,1,High,True,False,False,False,True,False,0
12,40.69003,-73.93085,79,1,284,6.09,7,67,2019,6,1,High,True,False,False,False,True,False,0
203,40.85296,-73.93527,147,7,27,0.78,1,294,2019,7,1,Low,False,True,False,False,False,False,0
12,40.69022,-73.93077,79,1,291,6.26,7,26,2019,6,1,High,True,False,False,False,True,False,0
12,40.68927,-73.93035,69,1,327,7.07,7,41,2019,7,1,High,True,False,False,False,True,False,0
27,40.69702,-73.93167,70,2,67,1.45,2,353,2019,6,1,Medium,True,False,False,False,True,False,0
40,40.68352,-73.96348,119,4,115,2.47,1,26,2019,6,1,Low,True,False,False,False,True,False,0
27,40.7052,-73.91549,49,1,107,3.04,1,340,2019,6,1,Low,True,False,False,False,True,False,0
12,40.69132,-73.93866,132,2,81,1.94,1,10,2017,7,1,Low,True,False,False,False,False,False,0
211,40.71549,-73.94712,155,31,8,0.17,1,331,2018,5,1,Low,True,False,False,False,False,False,0
40,40.68667,-73.9676,104,2,15,0.39,2,100,2019,5,1,Medium,True,False,False,False,False,False,0
117,40.71373,-73.98465,80,3,16,0.34,1,1,2018,11,1,Low,False,True,False,False,False,False,0
211,40.7079,-73.95598,89,2,86,1.9,2,307,2019,6,1,Medium,True,False,False,False,True,False,0
34,40.71743,-73.99372,59,6,72,1.57,2,200,2019,6,1,Medium,False,True,False,False,True,False,0
175,40.72731,-74.00472,350,3,74,1.6,1,247,2019,7,1,Low,False,True,False,False,False,False,1
12,40.684,-73.93227,395,3,60,1.29,3,17,2019,6,1,Medium,True,False,False,False,False,False,1
125,40.75513,-73.96446,180,4,20,1.46,1,13,2019,7,1,Low,False,True,False,False,False,False,0
188,40.76145,-73.98556,203,30,0,0.0,121,365,0,0,0,High,False,True,False,False,False,False,1
72,40.7055,-74.00812,189,30,4,0.11,121,365,2019,1,1,High,False,True,False,False,False,False,1
115,40.75644,-73.93486,195,3,121,2.59,1,66,2019,7,1,Low,False,False,True,False,False,False,0
89,40.72218,-73.93894,140,4,18,0.39,1,30,2019,7,1,Low,True,False,False,False,False,False,0
27,40.69542,-73.93258,65,2,5,0.11,3,4,2018,11,1,Medium,True,False,False,False,True,False,0
93,40.75989,-73.989,250,1,134,2.88,11,306,2019,6,1,High,False,True,False,False,False,True,1
198,40.76511,-73.96555,155,30,9,0.2,1,316,2018,12,1,Low,False,True,False,False,False,False,0
186,40.74674,-73.91881,250,3,0,0.0,1,364,0,0,0,Low,False,False,True,False,False,False,1
155,40.67811,-73.97126,85,1,222,4.98,13,290,2019,6,1,High,True,False,False,False,True,False,1
34,40.71475,-73.99257,130,180,15,0.35,1,365,2016,10,1,Low,False,True,False,False,False,False,0
92,40.81525,-73.94552,165,7,86,1.84,3,99,2019,6,1,Medium,False,True,False,False,False,False,0
211,40.71061,-73.94971,70,1,40,0.87,1,125,2018,10,1,Low,True,False,False,False,True,False,0
81,40.74267,-73.78737,100,1,59,1.58,3,132,2019,6,1,Medium,False,False,True,False,False,False,0
4,40.768,-73.92429,70,2,13,0.28,1,159,2019,1,1,Low,False,False,True,False,False,False,0
102,40.75526,-73.86468,75,1,114,2.45,3,328,2019,6,1,Medium,False,False,True,False,True,False,0
102,40.75548,-73.86632,75,1,102,2.21,3,362,2019,6,1,Medium,False,False,True,False,True,False,0
115,40.75547,-73.91867,37,15,12,0.26,18,361,2019,6,1,High,False,False,True,False,True,False,1
33,40.75165,-74.00074,225,29,9,0.24,1,280,2018,12,1,Low,False,True,False,False,False,False,1
63,40.7281,-73.98106,250,31,2,0.04,1,358,2015,11,1,Low,False,True,False,False,False,False,1
12,40.68285,-73.93961,125,3,92,1.97,2,121,2019,6,1,Medium,True,False,False,False,False,False,0
198,40.77887,-73.95406,110,4,81,1.75,1,360,2019,5,1,Low,False,True,False,False,True,False,0
135,40.74553,-73.97302,100,6,5,0.14,1,25,2019,5,1,Low,False,True,False,False,True,False,0
206,40.73319,-74.00502,205,3,47,1.01,1,262,2019,6,1,Low,False,True,False,False,False,False,0
211,40.7124,-73.96314,90,3,17,0.36,3,77,2019,7,1,Medium,True,False,False,False,False,False,0
12,40.68499,-73.93918,103,7,14,0.31,1,13,2019,1,1,Low,True,False,False,False,False,False,0
59,40.63939,-73.94988,97,2,100,2.15,1,307,2019,6,1,Low,True,False,False,False,False,False,0
93,40.76127,-73.99181,245,4,55,1.29,1,261,2019,6,1,Low,False,True,False,False,False,False,1
53,40.77433,-73.91734,80,4,32,0.72,1,303,2019,6,1,Low,False,False,True,False,True,False,0
27,40.69867,-73.91134,120,30,51,1.28,1,202,2018,10,1,Low,True,False,False,False,False,False,0
156,40.65961,-73.96177,100,30,43,0.94,1,43,2019,6,1,Low,True,False,False,False,False,False,0
117,40.71826,-73.99199,159,3,170,3.64,1,37,2019,6,1,Low,False,True,False,False,False,False,0
63,40.72995,-73.98135,200,1,101,2.19,1,247,2019,6,1,Low,False,True,False,False,False,False,0
6,40.70956,-74.01605,165,30,6,0.13,1,43,2019,4,1,Low,False,True,False,False,False,False,0
194,40.72018,-74.00981,100,1,18,0.38,1,31,2019,6,1,Low,False,True,False,False,True,False,0
199,40.79877,-73.96259,185,3,200,4.31,1,6,2019,7,1,Low,False,True,False,False,False,False,0
198,40.78338,-73.95008,159,1,126,2.7,1,338,2019,6,1,Low,False,True,False,False,False,False,0
4,40.75535,-73.91397,135,7,2,0.04,1,157,2015,10,1,Low,False,False,True,False,False,False,0
92,40.79965,-73.95446,150,2,13,0.28,1,362,2019,6,1,Low,False,True,False,False,False,False,0
89,40.72176,-73.94393,165,2,129,2.8,2,235,2019,6,1,Medium,True,False,False,False,False,False,0
58,40.77006,-73.87683,46,1,543,11.59,5,163,2019,7,1,Medium,False,False,True,False,True,False,0
93,40.75849,-73.9907,200,2,1,0.02,1,161,2015,9,1,Low,False,True,False,False,False,False,0
115,40.76211,-73.92894,100,1,1,0.02,2,364,2015,9,1,Medium,False,False,True,False,True,False,0
60,40.80965,-73.93912,150,4,111,2.44,1,99,2019,6,1,Low,False,True,False,False,False,False,0
12,40.67797,-73.93967,239,5,147,3.19,1,142,2019,6,1,Low,True,False,False,False,False,False,1
187,40.64355,-74.01908,70,7,13,0.28,2,326,2019,5,1,Medium,True,False,False,False,True,False,0
92,40.80089,-73.95674,200,2,113,2.46,1,197,2019,6,1,Low,False,True,False,False,False,False,0
12,40.68372,-73.95551,45,2,7,0.15,1,14,2019,6,1,Low,True,False,False,False,False,False,0
211,40.71519,-73.96174,400,4,0,0.0,2,170,0,0,0,Medium,True,False,False,False,False,False,1
63,40.73178,-73.98842,250,2,48,1.07,1,211,2019,6,1,Low,False,True,False,False,False,False,1
198,40.76391,-73.95938,249,30,2,0.1,121,273,2018,7,1,High,False,True,False,False,False,False,1
30,40.68326,-73.99327,115,3,27,0.58,1,166,2018,9,1,Low,True,False,False,False,False,False,0
216,40.74715,-73.91104,75,7,1,0.04,1,364,2017,3,1,Low,False,False,True,False,True,False,0
211,40.71596,-73.96215,60,2,106,2.29,8,104,2019,6,1,High,True,False,False,False,True,False,0
92,40.80577,-73.94708,120,2,11,0.25,2,263,2017,6,1,Medium,False,True,False,False,True,False,0
92,40.80565,-73.94621,150,2,13,0.42,2,271,2019,6,1,Medium,False,True,False,False,False,False,0
199,40.77354,-73.98462,92,2,21,0.46,1,39,2019,6,1,Low,False,True,False,False,True,False,0
211,40.71468,-73.93774,100,2,0,0.0,1,3,0,0,0,Low,True,False,False,False,False,False,1
27,40.68358,-73.90884,36,20,0,0.0,5,346,0,0,0,Medium,True,False,False,False,True,False,0
27,40.68989,-73.92128,200,2,147,3.24,1,103,2019,6,1,Low,True,False,False,False,False,False,0
63,40.72504,-73.97905,180,1,146,3.14,1,270,2019,6,1,Low,False,True,False,False,False,False,0
155,40.678,-73.97118,60,1,186,3.99,13,293,2019,7,1,High,True,False,False,False,True,False,1
33,40.74513,-74.00076,95,3,100,2.16,1,80,2019,6,1,Low,False,True,False,False,True,False,0
12,40.68498,-73.93192,230,2,203,4.55,4,283,2019,6,1,Medium,True,False,False,False,False,False,1
59,40.66383,-73.92706,95,2,7,0.15,1,238,2015,10,1,Low,True,False,False,False,False,True,0
92,40.8224,-73.95402,42,2,34,0.73,4,101,2019,5,1,Medium,False,True,False,False,True,False,0
12,40.68805,-73.95103,70,2,255,5.46,1,11,2019,6,1,Low,True,False,False,False,True,False,0
40,40.68971,-73.96695,199,1,20,0.45,11,365,2019,1,1,High,True,False,False,False,True,False,1
203,40.84111,-73.93698,65,3,157,3.4,1,287,2019,7,1,Low,False,True,False,False,True,False,0
93,40.75383,-73.99536,190,30,4,0.09,1,9,2018,8,1,Low,False,True,False,False,False,False,0
90,40.72853,-73.99914,200,2,146,3.13,1,264,2019,6,1,Low,False,True,False,False,False,False,0
89,40.71923,-73.95204,98,1,31,0.67,1,343,2019,6,1,Low,True,False,False,False,True,False,0
27,40.7043,-73.92719,120,2,78,1.79,1,206,2019,6,1,Low,True,False,False,False,True,False,0
75,40.62802,-73.92729,130,4,9,0.2,5,365,2019,5,1,Medium,True,False,False,False,True,False,0
92,40.81243,-73.9392,250,1,0,0.0,1,89,0,0,0,Low,False,True,False,False,False,False,1
63,40.72057,-73.97997,125,31,2,0.04,1,204,2016,4,1,Low,False,True,False,False,False,False,0
73,40.64438,-73.95408,55,5,4,0.09,1,89,2018,9,1,Low,True,False,False,False,True,False,0
203,40.85369,-73.93187,68,3,8,0.2,2,160,2019,6,1,Medium,False,True,False,False,True,False,0
92,40.80204,-73.95794,100,2,21,0.45,1,79,2019,6,1,Low,False,True,False,False,True,False,0
121,40.72194,-73.91138,59,1,85,1.85,1,176,2019,6,1,Low,False,False,True,False,True,False,0
189,40.81476,-73.80001,325,2,44,2.23,1,153,2019,7,1,Low,False,False,False,False,False,False,1
27,40.69836,-73.93521,98,1,201,4.37,1,293,2019,6,1,Low,True,False,False,False,False,False,0
12,40.68167,-73.92525,69,3,13,0.28,2,333,2017,8,1,Medium,True,False,False,False,True,False,0
25,40.67065,-73.91643,39,1,45,0.97,10,158,2019,5,1,High,True,False,False,False,True,False,0
106,40.64125,-73.9763,70,2,7,2.63,1,37,2019,7,1,Low,True,False,False,False,True,False,0
63,40.72255,-73.97813,90,5,92,2.01,2,8,2019,6,1,Medium,False,True,False,False,True,False,0
50,40.67115,-73.91621,39,1,70,1.51,10,33,2019,6,1,High,True,False,False,False,True,False,0
211,40.71219,-73.95623,85,2,71,1.53,1,151,2019,6,1,Low,True,False,False,False,True,False,0
92,40.82205,-73.9467,42,1,161,3.46,3,259,2019,6,1,Medium,False,True,False,False,True,False,0
141,40.72847,-73.99302,700,2,31,1.29,1,54,2019,7,1,Low,False,True,False,False,False,False,1
50,40.67743,-73.95523,150,4,61,1.33,1,365,2019,6,1,Low,True,False,False,False,False,False,0
27,40.6938,-73.92562,100,5,85,1.84,1,269,2019,6,1,Low,True,False,False,False,False,False,0
148,40.66826,-73.98223,85,30,26,0.56,2,282,2018,12,1,Medium,True,False,False,False,False,False,0
205,40.84328,-73.88173,79,1,3,0.16,1,179,2018,10,1,Low,False,False,False,False,True,False,0
12,40.68137,-73.94233,139,4,84,1.83,1,307,2019,5,1,Low,True,False,False,False,True,False,0
92,40.82137,-73.94769,70,2,57,1.48,1,188,2018,12,1,Low,False,True,False,False,True,False,0
175,40.72409,-74.00241,199,3,107,2.69,2,276,2019,6,1,Medium,False,True,False,False,True,False,0
50,40.67073,-73.91799,39,1,62,1.34,10,159,2018,11,1,High,True,False,False,False,True,False,0
50,40.67112,-73.91685,39,1,73,1.57,10,33,2019,5,1,High,True,False,False,False,True,False,0
60,40.78987,-73.94883,75,2,13,0.28,2,325,2019,1,1,Medium,False,True,False,False,True,False,0
213,40.65106,-73.97704,99,20,30,0.65,2,65,2017,6,1,Medium,True,False,False,False,False,False,0
4,40.75748,-73.91221,100,15,15,0.32,2,61,2019,7,1,Medium,False,False,True,False,True,False,0
42,40.6869,-73.99741,225,3,38,0.96,1,135,2019,6,1,Low,True,False,False,False,False,False,1
24,40.69449,-73.99727,99,2,72,1.62,1,231,2019,6,1,Low,True,False,False,False,True,False,0
12,40.67804,-73.90997,469,9,7,0.16,2,48,2019,1,1,Medium,True,False,False,False,False,False,1
12,40.69487,-73.93884,67,60,6,0.13,1,266,2019,6,1,Low,True,False,False,False,True,False,0
92,40.80801,-73.9486,180,3,18,0.39,1,362,2019,5,1,Low,False,True,False,False,True,False,0
199,40.79927,-73.96235,100,1,87,1.88,2,263,2019,6,1,Medium,False,True,False,False,True,False,0
92,40.82755,-73.93787,125,3,8,0.17,1,1,2016,3,1,Low,False,True,False,False,False,False,0
210,40.88301,-73.85452,65,5,17,0.4,2,123,2017,10,1,Medium,False,False,False,False,True,False,0
19,40.64077,-73.99268,52,2,6,2.09,1,90,2019,5,1,Low,True,False,False,False,True,False,0
88,40.5455,-74.14829,99,1,82,1.78,1,325,2019,6,1,Low,False,False,False,True,True,False,0
75,40.62841,-73.92591,130,4,3,0.07,5,364,2019,5,1,Medium,True,False,False,False,True,False,0
93,40.76128,-73.99617,189,2,39,0.86,1,37,2019,5,1,Low,False,True,False,False,False,False,0
211,40.70309,-73.94788,150,1,4,0.09,1,363,2017,3,1,Low,True,False,False,False,True,False,0
